"regulator_symbol","regulator_id","target_symbol","target_id","database","evidence","confidence"
"MYC","4609","PAICS","10606","ensembl,tred","Experimental","High"
"MYC","4609","PA2G4","5036","ensembl,tred","Experimental","High"
"MYC","4609","ODC1","4953","ensembl,tred","Experimental","High"
"MYC","4609","NXT1","29107","ensembl,tred","Experimental","High"
"MYC","4609","NUP88","4927","ensembl,tred","Experimental","High"
"MYC","4609","NUP62","23636","ensembl,tred","Experimental","High"
"MYC","4609","NOD1","10392","ensembl,tred","Experimental","High"
"MYC","4609","NME1","4830","ensembl,tred","Experimental","High"
"MYC","4609","NFAT5","10725","ucsc,tred","Experimental","High"
"MYC","4609","NDUFS6","4726","ensembl,tred","Experimental","High"
"MYC","4609","NAT10","55226","ensembl,tred","Experimental","High"
"MYC","4609","NAP1L1","4673","ensembl,tred","Experimental","High"
"MYC","4609","MTHFD1","4522","ensembl,tred","Experimental","High"
"MYC","4609","MTERF","7978","ensembl,tred","Experimental","High"
"MYC","4609","MRPL40","64976","ensembl,tred","Experimental","High"
"MYC","4609","MPHOSPH6","10200","ensembl,tred","Experimental","High"
"MYC","4609","MINA","84864","ensembl,tred","Experimental","High"
"MYC","4609","MGEA5","10724","ensembl,tred","Experimental","High"
"MYC","4609","MFNG","4242","ucsc,tred","Experimental","High"
"MYC","4609","METTL1","4234","ensembl,tred","Experimental","High"
"MYC","4609","MET","4233","ucsc,tred","Experimental","High"
"MYC","4609","MEN1","4221","ucsc,tred","Experimental","High"
"MYC","4609","MDM2","4193","ensembl,tred","Experimental","High"
"MYC","4609","MCCC2","64087","ensembl,tred","Experimental","High"
"MYC","4609","MBNL1","4154","ucsc,tred","Experimental","High"
"MYC","4609","MARS","4141","ensembl,tred","Experimental","High"
"MYC","4609","MAPRE2","10982","ensembl,tred","Experimental","High"
"MYC","4609","MAPRE1","22919","ucsc,tred","Experimental","High"
"MYC","4609","MAP4K5","11183","ensembl,tred","Experimental","High"
"MYC","4609","MAP3K5","4217","ensembl,tred","Experimental","High"
"MYC","4609","MAN2A2","4122","ensembl,tred","Experimental","High"
"MYC","4609","M6PR","4074","ensembl,tred","Experimental","High"
"MYC","4609","LY86","9450","ensembl,tred","Experimental","High"
"MYC","4609","LSM1","27257","ensembl,tred","Experimental","High"
"MYC","4609","LDHA","3939","ensembl,tred","Experimental","High"
"MYC","4609","LAMP1","3916","ucsc,tred","Experimental","High"
"MYC","4609","LAGE3","8270","ensembl,tred","Experimental","High"
"MYC","4609","KHK","3795","ensembl,tred","Experimental","High"
"MYC","4609","KCNH4","23415","ensembl,tred","Experimental","High"
"MYC","4609","JARID2","3720","ensembl,tred","Experimental","High"
"MYC","4609","IVNS1ABP","10625","ensembl,tred","Experimental","High"
"MYC","4609","ITGB1","3688","ensembl,tred","Experimental","High"
"MYC","4609","ISG20","3669","ensembl,tred","Experimental","High"
"MYC","4609","IRF2","3660","ensembl,tred","Experimental","High"
"MYC","4609","INSR","3643","ensembl,tred","Experimental","High"
"MYC","4609","INSM1","3642","ucsc,tred","Experimental","High"
"MYC","4609","ING1","3621","ensembl,tred","Experimental","High"
"MYC","4609","IMPA2","3613","ensembl,tred","Experimental","High"
"MYC","4609","ILK","3611","ucsc,tred","Experimental","High"
"MYC","4609","IFI30","10437","ucsc,tred","Experimental","High"
"MYC","4609","ID2","3398","ucsc,tred","Experimental","High"
"MYC","4609","HSPA8","3312","ensembl,tred","Experimental","High"
"MYC","4609","HSF2BP","11077","ensembl,tred","Experimental","High"
"MYC","4609","HSD11B2","3291","ensembl,tred","Experimental","High"
"MYC","4609","HRSP12","10247","ensembl,tred","Experimental","High"
"MYC","4609","HOXD13","3239","ucsc,tred","Experimental","High"
"MYC","4609","HNRNPA2B1","3181","ensembl,tred","Experimental","High"
"MYC","4609","HMMR","3161","ucsc,tred","Experimental","High"
"MYC","4609","HMGN2","3151","ucsc,tred","Experimental","High"
"MYC","4609","HMBS","3145","ensembl,tred","Experimental","High"
"MYC","4609","HIF1A","3091","ucsc,tred","Experimental","High"
"MYC","4609","HES1","3280","ensembl,tred","Experimental","High"
"MYC","4609","HERPUD1","9709","ensembl,tred","Experimental","High"
"MYC","4609","HBP1","26959","ucsc,tred","Experimental","High"
"MYC","4609","HADHB","3032","ensembl,tred","Experimental","High"
"MYC","4609","H2AFZ","3015","ensembl,tred","Experimental","High"
"MYC","4609","GSTP1","2950","ensembl,tred","Experimental","High"
"MYC","4609","GNS","2799","ucsc,tred","Experimental","High"
"MYC","4609","GNL1","2794","ensembl,tred","Experimental","High"
"MYC","4609","GAS8","2622","ensembl,tred","Experimental","High"
"MYC","4609","FUS","2521","ensembl,tred","Experimental","High"
"MYC","4609","FPGS","2356","ensembl,tred","Experimental","High"
"MYC","4609","FGF9","2254","ucsc,tred","Experimental","High"
"MYC","4609","FASN","2194","ensembl,tred","Experimental","High"
"MYC","4609","FADS3","3995","ensembl,tred","Experimental","High"
"MYC","4609","ETS2","2114","ensembl,tred","Experimental","High"
"MYC","4609","ESD","2098","ensembl,tred","Experimental","High"
"MYC","4609","EPM2A","7957","ensembl,tred","Experimental","High"
"MYC","4609","EPB42","2038","ensembl,tred","Experimental","High"
"MYC","4609","ENO1","2023","ensembl,tred","Experimental","High"
"MYC","4609","ELK1","2002","ucsc,tred","Experimental","High"
"MYC","4609","EIF5A2","56648","ensembl,tred","Experimental","High"
"MYC","4609","EIF4E","1977","ensembl,tred","Experimental","High"
"MYC","4609","EIF4A1","1973","ensembl,tred","Experimental","High"
"MYC","4609","EIF3K","27335","ensembl,tred","Experimental","High"
"MYC","4609","EIF2S3","1968","ensembl,tred","Experimental","High"
"MYC","4609","E2F1","1869","ensembl,tred","Experimental","High"
"MYC","4609","DPM2","8818","ensembl,tred","Experimental","High"
"MYC","4609","DPM1","8813","ensembl,tred","Experimental","High"
"MYC","4609","DPAGT1","1798","ensembl,tred","Experimental","High"
"MYC","4609","DMTF1","9988","ensembl,tred","Experimental","High"
"MYC","4609","DLEU2","8847","ensembl,tred","Experimental","High"
"MYC","4609","DKC1","1736","ensembl,tred","Experimental","High"
"MYC","4609","DDX18","8886","ensembl,tred","Experimental","High"
"MYC","4609","DDX1","1653","ensembl,tred","Experimental","High"
"MYC","4609","DDB1","1642","ensembl,tred","Experimental","High"
"MYC","4609","DCK","1633","ensembl,tred","Experimental","High"
"MYC","4609","DBP","1628","ensembl,tred","Experimental","High"
"MYC","4609","DBI","1622","ensembl,tred","Experimental","High"
"MYC","4609","CTSF","8722","ensembl,tred","Experimental","High"
"MYC","4609","CTSC","1075","ensembl,tred","Experimental","High"
"MYC","4609","CSTF3","1479","ensembl,tred","Experimental","High"
"MYC","4609","CSDA","8531","ensembl,tred","Experimental","High"
"MYC","4609","CPSF1","29894","ensembl,tred","Experimental","High"
"MYC","4609","CNPY2","10330","ensembl,tred","Experimental","High"
"MYC","4609","CLINT1","9685","ensembl,tred","Experimental","High"
"MYC","4609","CLCN2","1181","ucsc,tred","Experimental","High"
"MYC","4609","CFDP1","10428","ensembl,tred","Experimental","High"
"MYC","4609","CEBPZ","10153","ensembl,tred","Experimental","High"
"MYC","4609","CEBPA","1050","ensembl,tred","Experimental","High"
"MYC","4609","CDK6","1021","tred,kegg","Experimental","High"
"MYC","4609","CDK5R1","8851","ensembl,tred","Experimental","High"
"MYC","4609","CDC16","8881","ensembl,tred","Experimental","High"
"MYC","4609","CD97","976","ensembl,tred","Experimental","High"
"MYC","4609","CD164","8763","ensembl,tred","Experimental","High"
"MYC","4609","CCND2","894","ensembl,tred","Experimental","High"
"MYC","4609","CCDC6","8030","ucsc,tred","Experimental","High"
"MYC","4609","CBX3","11335","ucsc,tred","Experimental","High"
"MYC","4609","CBS","875","ensembl,tred","Experimental","High"
"MYC","4609","CASP8","841","ensembl,tred","Experimental","High"
"MYC","4609","C9orf43","257169","ensembl,tred","Experimental","High"
"MYC","4609","BRCA2","675","ensembl,tred","Experimental","High"
"MYC","4609","BMP4","652","ensembl,tred","Experimental","High"
"MYC","4609","BCL3","602","ensembl,tred","Experimental","High"
"MYC","4609","BCL2","596","ensembl,tred","Experimental","High"
"MYC","4609","BCAT1","586","ucsc,tred","Experimental","High"
"MYC","4609","BBC3","27113","ensembl,tred","Experimental","High"
"MYC","4609","AVP","551","ucsc,tred","Experimental","High"
"MYC","4609","ATXN10","25814","ensembl,tred","Experimental","High"
"MYC","4609","ATP5S","27109","ensembl,tred","Experimental","High"
"MYC","4609","ATF7","11016","ucsc,tred","Experimental","High"
"MYC","4609","ATF6","22926","ensembl,tred","Experimental","High"
"MYC","4609","ARSB","411","ensembl,tred","Experimental","High"
"MYC","4609","ARRB2","409","ensembl,tred","Experimental","High"
"MYC","4609","ARF4","378","ensembl,tred","Experimental","High"
"MYC","4609","ARF1","375","ensembl,tred","Experimental","High"
"MYC","4609","AQR","9716","ensembl,tred","Experimental","High"
"MYC","4609","APP","351","ensembl,tred","Experimental","High"
"MYC","4609","APEX1","328","ensembl,tred","Experimental","High"
"MYC","4609","AMD1","262","ucsc,tred","Experimental","High"
"MYC","4609","AKR7A2","8574","ensembl,tred","Experimental","High"
"MYC","4609","AKR1A1","10327","ensembl,tred","Experimental","High"
"MYC","4609","AKAP9","10142","ensembl,tred","Experimental","High"
"MYC","4609","AIMP2","7965","ucsc,tred","Experimental","High"
"MYC","4609","AHSG","197","ensembl,tred","Experimental","High"
"MYC","4609","ACTG1","71","ensembl,tred","Experimental","High"
"MYC","4609","ACHE","43","ensembl,tred","Experimental","High"
"MYC","4609","ABCC4","10257","ensembl,tred","Experimental","High"
"MYC","4609","ABCB6","10058","ensembl,tred","Experimental","High"
"MYC","4609","ZNF85","7639","tred","Experimental","High"
"MYC","4609","ZNF593","51042","tred","Experimental","High"
"MYC","4609","SLC1A4","6509","tred","Experimental","High"
"MYC","4609","ZNF451","26036","tred","Experimental","High"
"MYC","4609","ZNF410","57862","tred","Experimental","High"
"MYC","4609","ZNF304","57343","tred","Experimental","High"
"MYC","4609","ZNF274","10782","tred","Experimental","High"
"MYC","4609","ZNF271","10778","tred","Experimental","High"
"MYC","4609","ZNF234","10780","tred","Experimental","High"
"MYC","4609","ZNF193","7746","tred","Experimental","High"
"MYC","4609","ZNF134","7693","tred","Experimental","High"
"MYC","4609","ZMPSTE24","10269","tred","Experimental","High"
"MYC","4609","ZKSCAN5","23660","tred","Experimental","High"
"MYC","4609","ZFPL1","7542","tred","Experimental","High"
"MYC","4609","ZFP36L2","678","tred","Experimental","High"
"MYC","4609","ZFP36L1","677","tred","Experimental","High"
"MYC","4609","YY1","7528","tred","Experimental","High"
"MYC","4609","XRCC6","2547","tred","Experimental","High"
"MYC","4609","WNT10B","7480","tred","Experimental","High"
"MYC","4609","VHL","7428","tred","Experimental","High"
"MYC","4609","VEGFC","7424","kegg","Experimental","High"
"MYC","4609","VEGFB","7423","kegg","Experimental","High"
"MYC","4609","VEGFA","7422","kegg","Experimental","High"
"MYC","4609","VCP","7415","tred","Experimental","High"
"MYC","4609","VAPA","9218","tred","Experimental","High"
"MYC","4609","VAMP2","6844","tred","Experimental","High"
"MYC","4609","VAMP1","6843","tred","Experimental","High"
"MYC","4609","USP4","7375","tred","Experimental","High"
"MYC","4609","USP11","8237","tred","Experimental","High"
"MYC","4609","USP1","7398","tred","Experimental","High"
"MYC","4609","UQCRC2","7385","tred","Experimental","High"
"MYC","4609","UCP1","7350","tred","Experimental","High"
"MYC","4609","UCHL1","7345","tred","Experimental","High"
"MYC","4609","UBXN8","7993","tred","Experimental","High"
"MYC","4609","UBL3","5412","tred","Experimental","High"
"MYC","4609","UBE2L3","7332","tred","Experimental","High"
"MYC","4609","UBA52","7311","tred","Experimental","High"
"MYC","4609","U2AF1","7307","tred","Experimental","High"
"MYC","4609","TYMS","7298","tred","Experimental","High"
"MYC","4609","TUSC2","11334","tred","Experimental","High"
"MYC","4609","TULP3","7289","tred","Experimental","High"
"MYC","4609","TUBG1","7283","tred","Experimental","High"
"MYC","4609","TTLL3","26140","tred","Experimental","High"
"MYC","4609","TRIM24","8805","tred","Experimental","High"
"MYC","4609","TPT1","7178","tred","Experimental","High"
"MYC","4609","TPR","7175","tred","Experimental","High"
"MYC","4609","TPM2","7169","tred","Experimental","High"
"MYC","4609","TP53","7157","tred","Experimental","High"
"MYC","4609","TOPBP1","11073","tred","Experimental","High"
"MYC","4609","TNFAIP1","7126","tred","Experimental","High"
"MYC","4609","TMPO","7112","tred","Experimental","High"
"MYC","4609","TMEM187","8269","tred","Experimental","High"
"MYC","4609","THBS4","7060","tred","Experimental","High"
"MYC","4609","TGFB3","7043","tred","Experimental","High"
"MYC","4609","TGFB1","7040","tred","Experimental","High"
"MYC","4609","TCF12","6938","tred","Experimental","High"
"MYC","4609","SYPL1","6856","tred","Experimental","High"
"MYC","4609","SYNGR2","9144","tred","Experimental","High"
"MYC","4609","SYMPK","8189","tred","Experimental","High"
"MYC","4609","SYK","6850","tred","Experimental","High"
"MYC","4609","STX16","8675","tred","Experimental","High"
"MYC","4609","SRSF5","6430","tred","Experimental","High"
"MYC","4609","SRMS","6725","tred","Experimental","High"
"MYC","4609","SRI","6717","tred","Experimental","High"
"MYC","4609","SPAST","6683","tred","Experimental","High"
"MYC","4609","SPAG6","9576","tred","Experimental","High"
"MYC","4609","SPAG5","10615","tred","Experimental","High"
"MYC","4609","SNRPD3","6634","tred","Experimental","High"
"MYC","4609","SNRPB2","6629","tred","Experimental","High"
"MYC","4609","SNRPB","6628","tred","Experimental","High"
"MYC","4609","SNRNP40","9410","tred","Experimental","High"
"MYC","4609","SNAPC3","6619","tred","Experimental","High"
"MYC","4609","SNAPC1","6617","tred","Experimental","High"
"MYC","4609","SMC1A","8243","tred","Experimental","High"
"MYC","4609","SMARCAD1","56916","tred","Experimental","High"
"MYC","4609","SMAD9","4093","tred","Experimental","High"
"MYC","4609","SMAD6","4091","tred","Experimental","High"
"MYC","4609","SLMAP","7871","tred","Experimental","High"
"MYC","4609","SLIT3","6586","tred","Experimental","High"
"MYC","4609","SLIT1","6585","tred","Experimental","High"
"MYC","4609","SLC9A3R2","9351","tred","Experimental","High"
"MYC","4609","SLC31A1","1317","tred","Experimental","High"
"MYC","4609","SLC28A2","9153","tred","Experimental","High"
"MYC","4609","SLC26A4","5172","tred","Experimental","High"
"MYC","4609","SLC25A28","81894","tred","Experimental","High"
"MYC","4609","SLC25A21","89874","tred","Experimental","High"
"MYC","4609","SLC25A11","8402","tred","Experimental","High"
"MYC","4609","SLC12A2","6558","tred","Experimental","High"
"MYC","4609","SLBP","7884","tred","Experimental","High"
"MYC","4609","SLA","6503","tred","Experimental","High"
"MYC","4609","SIRT1","23411","tred","Experimental","High"
"MYC","4609","SFXN3","81855","tred","Experimental","High"
"MYC","4609","SFTPA1","653509","tred","Experimental","High"
"MYC","4609","SFMBT1","51460","tred","Experimental","High"
"MYC","4609","SERP1","27230","tred","Experimental","High"
"MYC","4609","SEC62","7095","tred","Experimental","High"
"MYC","4609","SEC61B","10952","tred","Experimental","High"
"MYC","4609","SEC23B","10483","tred","Experimental","High"
"MYC","4609","SDF2","6388","tred","Experimental","High"
"MYC","4609","SCOC","60592","tred","Experimental","High"
"MYC","4609","SCD","6319","tred","Experimental","High"
"MYC","4609","SARS2","54938","tred","Experimental","High"
"MYC","4609","SARS","6301","tred","Experimental","High"
"MYC","4609","SAP30","8819","tred","Experimental","High"
"MYC","4609","SAP18","10284","tred","Experimental","High"
"MYC","4609","RXRB","6257","tred","Experimental","High"
"MYC","4609","RRP9","9136","tred","Experimental","High"
"MYC","4609","RRAS","6237","tred","Experimental","High"
"MYC","4609","RPS6KA2","6196","tred","Experimental","High"
"MYC","4609","RPS6","6194","tred","Experimental","High"
"MYC","4609","RPS5","6193","tred","Experimental","High"
"MYC","4609","RPS29","6235","tred","Experimental","High"
"MYC","4609","RPS25","6230","tred","Experimental","High"
"MYC","4609","RPS21","6227","tred","Experimental","High"
"MYC","4609","RPS20","6224","tred","Experimental","High"
"MYC","4609","RPS19","6223","tred","Experimental","High"
"MYC","4609","RPS16","6217","tred","Experimental","High"
"MYC","4609","RPS15","6209","tred","Experimental","High"
"MYC","4609","RPS13","6207","tred","Experimental","High"
"MYC","4609","RPL9","6133","tred","Experimental","High"
"MYC","4609","RPL8","6132","tred","Experimental","High"
"MYC","4609","RPL5","6125","tred","Experimental","High"
"MYC","4609","RPL37","6167","tred","Experimental","High"
"MYC","4609","RPL31","6160","tred","Experimental","High"
"MYC","4609","RPL27A","6157","tred","Experimental","High"
"MYC","4609","RPL27","6155","tred","Experimental","High"
"MYC","4609","RPL26","6154","tred","Experimental","High"
"MYC","4609","RPL18","6141","tred","Experimental","High"
"MYC","4609","RPL15","6138","tred","Experimental","High"
"MYC","4609","RNF4","6047","tred","Experimental","High"
"MYC","4609","RGS2","5997","tred","Experimental","High"
"MYC","4609","RGL2","5863","tred","Experimental","High"
"MYC","4609","RFC2","5982","tred","Experimental","High"
"MYC","4609","RECQL5","9400","tred","Experimental","High"
"MYC","4609","RECQL","5965","tred","Experimental","High"
"MYC","4609","RBM8A","9939","tred","Experimental","High"
"MYC","4609","RBM39","9584","tred","Experimental","High"
"MYC","4609","RBBP4","5928","tred","Experimental","High"
"MYC","4609","RARB","5915","tred","Experimental","High"
"MYC","4609","RARA","5914","tred","Experimental","High"
"MYC","4609","RANBP3","8498","tred","Experimental","High"
"MYC","4609","RAD51","5888","tred","Experimental","High"
"MYC","4609","RAC2","5880","tred","Experimental","High"
"MYC","4609","RAB8A","4218","tred","Experimental","High"
"MYC","4609","RAB3GAP2","25782","tred","Experimental","High"
"MYC","4609","RAB11A","8766","tred","Experimental","High"
"MYC","4609","QDPR","5860","tred","Experimental","High"
"MYC","4609","PTPN6","5777","tred","Experimental","High"
"MYC","4609","PTPN1","5770","tred","Experimental","High"
"MYC","4609","PTP4A1","7803","tred","Experimental","High"
"MYC","4609","PTOV1","53635","tred","Experimental","High"
"MYC","4609","PTMA","5757","tred","Experimental","High"
"MYC","4609","PTGER2","5732","tred","Experimental","High"
"MYC","4609","PSMG1","8624","tred","Experimental","High"
"MYC","4609","PSMD8","5714","tred","Experimental","High"
"MYC","4609","PSMD7","5713","tred","Experimental","High"
"MYC","4609","PSMD5","5711","tred","Experimental","High"
"MYC","4609","PSMD3","5709","tred","Experimental","High"
"MYC","4609","PSMD14","10213","tred","Experimental","High"
"MYC","4609","PSMD10","5716","tred","Experimental","High"
"MYC","4609","PSMC5","5705","tred","Experimental","High"
"MYC","4609","PSMB7","5695","tred","Experimental","High"
"MYC","4609","PSMB5","5693","tred","Experimental","High"
"MYC","4609","PSMB1","5689","tred","Experimental","High"
"MYC","4609","PSMA5","5686","tred","Experimental","High"
"MYC","4609","PRTN3","5657","tred","Experimental","High"
"MYC","4609","PRKDC","5591","tred","Experimental","High"
"MYC","4609","PRKCSH","5589","tred","Experimental","High"
"MYC","4609","PREP","5550","tred","Experimental","High"
"MYC","4609","PRDM8","56978","tred","Experimental","High"
"MYC","4609","PPT2","9374","tred","Experimental","High"
"MYC","4609","PPP2R4","5524","tred","Experimental","High"
"MYC","4609","PPP2R1B","5519","tred","Experimental","High"
"MYC","4609","PPP2CA","5515","tred","Experimental","High"
"MYC","4609","PPP1R7","5510","tred","Experimental","High"
"MYC","4609","PPP1CB","5500","tred","Experimental","High"
"MYC","4609","POLR1C","9533","tred","Experimental","High"
"MYC","4609","POLDIP2","26073","tred","Experimental","High"
"MYC","4609","POLD2","5425","tred","Experimental","High"
"MYC","4609","POLB","5423","tred","Experimental","High"
"MYC","4609","PMVK","10654","tred","Experimental","High"
"MYC","4609","PMS2P3","5387","tred","Experimental","High"
"MYC","4609","PMM2","5373","tred","Experimental","High"
"MYC","4609","PLSCR4","57088","tred","Experimental","High"
"MYC","4609","PLA2G4A","5321","tred","Experimental","High"
"MYC","4609","PKP1","5317","tred","Experimental","High"
"MYC","4609","PKM","5315","tred","Experimental","High"
"MYC","4609","PIK3C3","5289","tred","Experimental","High"
"MYC","4609","PIGF","5281","tred","Experimental","High"
"MYC","4609","PHB2","11331","tred","Experimental","High"
"MYC","4609","PHB","5245","tred","Experimental","High"
"MYC","4609","PGF","5228","kegg","Experimental","High"
"MYC","4609","PFN1","5216","tred","Experimental","High"
"MYC","4609","PEX14","5195","tred","Experimental","High"
"MYC","4609","PDK3","5165","tred","Experimental","High"
"MYC","4609","PDK2","5164","tred","Experimental","High"
"MYC","4609","PDHA1","5160","tred","Experimental","High"
"MYC","4609","PDE6D","5147","tred","Experimental","High"
"MYC","4609","PDE4C","5143","tred","Experimental","High"
"MYC","4609","PDCD10","11235","tred","Experimental","High"
"MYC","4609","PCNA","5111","tred","Experimental","High"
"MYC","4609","PCMT1","5110","tred","Experimental","High"
"MYC","4609","PCBD2","84105","tred","Experimental","High"
"MYC","4609","PBK","55872","tred","Experimental","High"
"MYC","4609","PARP2","10038","tred","Experimental","High"
"MYC","4609","PARP1","142","tred","Experimental","High"
"MYC","4609","OCA2","4948","tred","Experimental","High"
"MYC","4609","NUP155","9631","tred","Experimental","High"
"MYC","4609","NUFIP1","26747","tred","Experimental","High"
"MYC","4609","NTHL1","4913","tred","Experimental","High"
"MYC","4609","NSUN5","55695","tred","Experimental","High"
"MYC","4609","NPRL2","10641","tred","Experimental","High"
"MYC","4609","NOTCH4","4855","tred","Experimental","High"
"MYC","4609","NLRP2","55655","tred","Experimental","High"
"MYC","4609","NID1","4811","tred","Experimental","High"
"MYC","4609","NFKBIL1","4795","tred","Experimental","High"
"MYC","4609","NFKBIB","4793","tred","Experimental","High"
"MYC","4609","NFIL3","4783","tred","Experimental","High"
"MYC","4609","NEFM","4741","tred","Experimental","High"
"MYC","4609","NDUFV1","4723","tred","Experimental","High"
"MYC","4609","NDUFB5","4711","tred","Experimental","High"
"MYC","4609","NDUFB3","4709","tred","Experimental","High"
"MYC","4609","NDUFA2","4695","tred","Experimental","High"
"MYC","4609","NDUFA1","4694","tred","Experimental","High"
"MYC","4609","NDRG1","10397","tred","Experimental","High"
"MYC","4609","NCBP2","22916","tred","Experimental","High"
"MYC","4609","NCBP1","4686","tred","Experimental","High"
"MYC","4609","NBR1","4077","tred","Experimental","High"
"MYC","4609","NAGPA","51172","tred","Experimental","High"
"MYC","4609","NACA","4666","tred","Experimental","High"
"MYC","4609","MYCL1","4610","tred","Experimental","High"
"MYC","4609","MYC","4609","tred","Experimental","High"
"MYC","4609","MYBL2","4605","tred","Experimental","High"
"MYC","4609","MUC1","4582","tred","Experimental","High"
"MYC","4609","MTOR","2475","tred","Experimental","High"
"MYC","4609","MTF2","22823","tred","Experimental","High"
"MYC","4609","MTCH1","23787","tred","Experimental","High"
"MYC","4609","MT3","4504","tred","Experimental","High"
"MYC","4609","MT1A","4489","tred","Experimental","High"
"MYC","4609","MST1","4485","tred","Experimental","High"
"MYC","4609","MSH2","4436","tred","Experimental","High"
"MYC","4609","MRPL13","28998","tred","Experimental","High"
"MYC","4609","MPO","4353","tred","Experimental","High"
"MYC","4609","MNX1","3110","tred","Experimental","High"
"MYC","4609","MMP9","4318","kegg","Experimental","High"
"MYC","4609","MMP8","4317","tred","Experimental","High"
"MYC","4609","MMP2","4313","kegg","Experimental","High"
"MYC","4609","MMP15","4324","tred","Experimental","High"
"MYC","4609","MMP1","4312","kegg","Experimental","High"
"MYC","4609","MKNK1","8569","tred","Experimental","High"
"MYC","4609","MGST1","4257","tred","Experimental","High"
"MYC","4609","MFI2","4241","tred","Experimental","High"
"MYC","4609","MFAP1","4236","tred","Experimental","High"
"MYC","4609","MEIS2","4212","tred","Experimental","High"
"MYC","4609","MEIS1","4211","tred","Experimental","High"
"MYC","4609","MDH1","4190","tred","Experimental","High"
"MYC","4609","MCM7","4176","tred","Experimental","High"
"MYC","4609","MCM5","4174","tred","Experimental","High"
"MYC","4609","MCM3","4172","tred","Experimental","High"
"MYC","4609","MCL1","4170","tred","Experimental","High"
"MYC","4609","MBD4","8930","tred","Experimental","High"
"MYC","4609","MBD1","4152","tred","Experimental","High"
"MYC","4609","MAPK7","5598","tred","Experimental","High"
"MYC","4609","MAP2K5","5607","tred","Experimental","High"
"MYC","4609","MANF","7873","tred","Experimental","High"
"MYC","4609","MAN2A1","4124","tred","Experimental","High"
"MYC","4609","MAGOH","4116","tred","Experimental","High"
"MYC","4609","MAGEA3","4102","tred","Experimental","High"
"MYC","4609","MAFF","23764","tred","Experimental","High"
"MYC","4609","MADD","8567","tred","Experimental","High"
"MYC","4609","MAD2L1","4085","tred","Experimental","High"
"MYC","4609","LZTR1","8216","tred","Experimental","High"
"MYC","4609","LTB","4050","tred","Experimental","High"
"MYC","4609","LTA4H","4048","tred","Experimental","High"
"MYC","4609","LSP1","4046","tred","Experimental","High"
"MYC","4609","LMX1B","4010","tred","Experimental","High"
"MYC","4609","LMNB2","84823","tred","Experimental","High"
"MYC","4609","LGALS1","3956","tred","Experimental","High"
"MYC","4609","LBR","3930","tred","Experimental","High"
"MYC","4609","LANCL1","10314","tred","Experimental","High"
"MYC","4609","LAMC1","3915","tred","Experimental","High"
"MYC","4609","LAMB2","3913","tred","Experimental","High"
"MYC","4609","LAIR2","3904","tred","Experimental","High"
"MYC","4609","LAIR1","3903","tred","Experimental","High"
"MYC","4609","KPNA3","3839","tred","Experimental","High"
"MYC","4609","KLK10","5655","tred","Experimental","High"
"MYC","4609","KLF1","10661","tred","Experimental","High"
"MYC","4609","KIF20B","9585","tred","Experimental","High"
"MYC","4609","KIF11","3832","tred","Experimental","High"
"MYC","4609","KIAA1586","57691","tred","Experimental","High"
"MYC","4609","KDM5A","5927","tred","Experimental","High"
"MYC","4609","KCNJ5","3762","tred","Experimental","High"
"MYC","4609","KCNH8","131096","tred","Experimental","High"
"MYC","4609","JUNB","3726","tred","Experimental","High"
"MYC","4609","JUN","3725","tred","Experimental","High"
"MYC","4609","ITGB3BP","23421","tred","Experimental","High"
"MYC","4609","ITGA6","3655","tred","Experimental","High"
"MYC","4609","IRF3","3661","tred","Experimental","High"
"MYC","4609","IL8","3576","kegg","Experimental","High"
"MYC","4609","IL2","3558","tred","Experimental","High"
"MYC","4609","IL13","3596","tred","Experimental","High"
"MYC","4609","IL11RA","3590","tred","Experimental","High"
"MYC","4609","IGF2R","3482","tred","Experimental","High"
"MYC","4609","IGBP1","3476","tred","Experimental","High"
"MYC","4609","IFNGR1","3459","tred","Experimental","High"
"MYC","4609","IFNAR1","3454","tred","Experimental","High"
"MYC","4609","IER2","9592","tred","Experimental","High"
"MYC","4609","IDH3B","3420","tred","Experimental","High"
"MYC","4609","ID3","3399","tred","Experimental","High"
"MYC","4609","ICAM1","3383","tred","Experimental","High"
"MYC","4609","HSPA4","3308","tred","Experimental","High"
"MYC","4609","HOXD3","3232","tred","Experimental","High"
"MYC","4609","HNRNPUL1","11100","tred","Experimental","High"
"MYC","4609","HMOX1","3162","tred","Experimental","High"
"MYC","4609","HLA-F","3134","tred","Experimental","High"
"MYC","4609","HLA-DPB1","3115","tred","Experimental","High"
"MYC","4609","HIST2H4A","8370","tred","Experimental","High"
"MYC","4609","HIST2H2BE","8349","tred","Experimental","High"
"MYC","4609","HIST2H2AA3","8337","tred","Experimental","High"
"MYC","4609","HINT1","3094","tred","Experimental","High"
"MYC","4609","HEXIM1","10614","tred","Experimental","High"
"MYC","4609","HBA2","3040","tred","Experimental","High"
"MYC","4609","HAX1","10456","tred","Experimental","High"
"MYC","4609","H6PD","9563","tred","Experimental","High"
"MYC","4609","GTF2H2","2966","tred","Experimental","High"
"MYC","4609","GSTO1","9446","tred","Experimental","High"
"MYC","4609","GSK3B","2932","tred","Experimental","High"
"MYC","4609","GRK4","2868","tred","Experimental","High"
"MYC","4609","GPR4","2828","tred","Experimental","High"
