tf,target,confidence
E2F1,SOCS2,High
E2F1,SNX19P2,High
E2F1,SNTB2,High
E2F1,SLX4,High
E2F1,SLC7A9,High
E2F1,SLC6A19,High
E2F1,SLC43A2,High
E2F1,SLC3A2,High
E2F1,SLC35G1,High
E2F1,SLC35F3,High
E2F1,SLC2A3,High
E2F1,SLC28A1,High
E2F1,SLC26A7,High
E2F1,SLC22A16,High
E2F1,SLC16A14,High
E2F1,SLC15A1,High
E2F1,SLC14A2,High
E2F1,SLC13A5,High
E2F1,SIRPA,High
E2F1,SH3GLB1,High
E2F1,SGSH,High
E2F1,SGK223,High
E2F1,SERPINE1,High
E2F1,SECISBP2,High
E2F1,SEC63,High
E2F1,SCML4,High
E2F1,SCG3,High
E2F1,SCARF1,High
E2F1,SAV1,High
E2F1,SAFB2,High
E2F1,SAA2,High
E2F1,RXRG,High
E2F1,RUVBL2,High
E2F1,RTN2,High
E2F1,RPS6KB1,High
E2F1,RPL36A,High
E2F1,RPL31,High
E2F1,RPL10A,High
E2F1,RPA3,High
E2F1,RNF128,High
E2F1,RFC4,High
E2F1,RFC2,High
E2F1,RELT,High
E2F1,RECK,High
E2F1,RDH16,High
E2F1,RBP3,High
E2F1,RASSF8,High
E2F1,RANGRF,High
E2F1,RALGDS,High
E2F1,RAD54L,High
E2F1,RAD52,High
E2F1,RAD18,High
E2F1,PWP2,High
E2F1,PUS3,High
E2F1,PTPRC,High
E2F1,PTPN7,High
E2F1,PTPN6,High
E2F1,PTPN5,High
E2F1,PTGER2,High
E2F1,PSMC6,High
E2F1,PSMA4,High
E2F1,PROKR1,High
E2F1,PRKAR1A,High
E2F1,PRKACA,High
E2F1,PRIM2,High
E2F1,PRDM2,High
E2F1,PRDM1,High
E2F1,PPP2R2D,High
E2F1,PPP1R3E,High
E2F1,PPM1J,High
E2F1,POU3F2,High
E2F1,POU2AF1,High
E2F1,POLR3F,High
E2F1,POLR3A,High
E2F1,POLR2C,High
E2F1,PLEKHF2,High
E2F1,PLEKHB1,High
E2F1,PLAUR,High
E2F1,PLAU,High
E2F1,PIK3R5,High
E2F1,PIH1D1,High
E2F1,PIGU,High
E2F1,PIGB,High
E2F1,PHLDB1,High
E2F1,PFN2,High
E2F1,PFDN5,High
E2F1,PFAS,High
E2F1,PEX5,High
E2F1,PES1,High
E2F1,PEF1,High
E2F1,PDZK1IP1,High
E2F1,PDXK,High
E2F1,PDPN,High
E2F1,PCOLCE,High
E2F1,PCBD2,High
E2F1,PBX4,High
E2F1,PAX2,High
E2F1,PAPPA,High
E2F1,PALB2,High
E2F1,PAK7,High
E2F1,P2RY4,High
E2F1,OXTR,High
E2F1,OSR1,High
E2F1,OPN3,High
E2F1,OLFML3,High
E2F1,OLFML1,High
E2F1,OCA2,High
E2F1,OAS2,High
E2F1,NUPR1,High
E2F1,NUFIP2,High
E2F1,NUDT4,High
E2F1,NTNG2,High
E2F1,NT5DC3,High
E2F1,NPTX2,High
E2F1,NPPA,High
E2F1,NOL9,High
E2F1,NOL3,High
E2F1,NLRP5,High
E2F1,NIPSNAP1,High
E2F1,NIP7,High
E2F1,NEK4,High
E2F1,NEK2,High
E2F1,NDUFV1,High
E2F1,NDUFAF6,High
E2F1,NDUFAB1,High
E2F1,NDUFA7,High
E2F1,NDUFA1,High
E2F1,NDRG4,High
E2F1,NCOA4,High
E2F1,NCL,High
E2F1,NAIP,High
E2F1,NAGK,High
E2F1,MYH6,High
E2F1,MXI1,High
E2F1,hsa-miR-93,High
E2F1,hsa-miR-92a,High
E2F1,hsa-miR-449c,High
E2F1,hsa-miR-449b,High
E2F1,hsa-miR-449a,High
E2F1,hsa-miR-363,High
E2F1,hsa-miR-25,High
E2F1,hsa-miR-223,High
E2F1,hsa-miR-20b,High
E2F1,hsa-miR-20a,High
E2F1,hsa-miR-19b,High
E2F1,hsa-miR-19a,High
E2F1,hsa-miR-195,High
E2F1,WRAP73,High
E2F1,WDR76,High
E2F1,VCP,High
E2F1,USPL1,High
E2F1,TRIP12,High
E2F1,TMX2,High
E2F1,TMEM48,High
E2F1,TAF11,High
E2F1,SYNE2,High
E2F1,SUZ12,High
E2F1,SUGP2,High
E2F1,SRSF8,High
E2F1,SMC4,High
E2F1,SEZ6L2,High
E2F1,SERF2,High
E2F1,SEPHS1,High
E2F1,SCN8A,High
E2F1,RTN4,High
E2F1,RRM1,High
E2F1,RFC3,High
E2F1,RAB40C,High
E2F1,PRRG3,High
E2F1,PRKDC,High
E2F1,PPAT,High
E2F1,POLE2,High
E2F1,PEG3,High
E2F1,PDIA3,High
E2F1,PDE8A,High
E2F1,NDUFC1,High
E2F1,NDC80,High
E2F1,N4BP2L1,High
E2F1,N4BP1,High
E2F1,MYB,High
E2F1,MUM1,High
E2F1,MTHFD1,High
E2F1,MSH2,High
E2F1,MPPED2,High
E2F1,MMP15,High
E2F1,MCM9,High
E2F1,LPAR2,High
E2F1,LOC81691,High
E2F1,HOXB9,High
E2F1,HLTF,High
E2F1,HIVEP1,High
E2F1,HAT1,High
E2F1,GPX4,High
E2F1,GPR158,High
E2F1,GCFC1,High
E2F1,EXOSC9,High
E2F1,ERH,High
E2F1,DUT,High
E2F1,DOCK9,High
E2F1,DCTN3,High
E2F1,DBF4,High
E2F1,CTDSPL2,High
E2F1,CLIP1,High
E2F1,CDK1,High
E2F1,CDC45,High
E2F1,CCP110,High
E2F1,CCNE2,High
E2F1,CCND1,High
E2F1,CBS,High
E2F1,ATP5F1,High
E2F1,ARMC4,High
E2F1,ARHGEF17,High
E2F1,ARHGAP36,High
E2F1,ANKRD27,High
E2F1,ADAMTS1,High
E2F1,ABCB10,High
E2F1,MUT,High
E2F1,MT1X,High
E2F1,MT1A,High
E2F1,MRPS23,High
E2F1,MRPL42,High
E2F1,MRPL40,High
E2F1,MRPL3,High
E2F1,MRAS,High
E2F1,MPST,High
E2F1,MPO,High
E2F1,MPHOSPH10,High
E2F1,MPG,High
E2F1,MOSPD3,High
E2F1,MMP14,High
E2F1,MLH1,High
E2F1,MKX,High
E2F1,MIPEP,High
E2F1,MFSD6L,High
E2F1,MEMO1,High
E2F1,MED17,High
E2F1,MCMDC2,High
E2F1,MAPRE1,High
E2F1,MAPK6,High
E2F1,MAP4K5,High
E2F1,MAP3K14,High
E2F1,MAP2K6,High
E2F1,MAP1A,High
E2F1,MAGOH,High
E2F1,MAGEF1,High
E2F1,MAGEC3,High
E2F1,M6PR,High
E2F1,LYPLAL1,High
E2F1,LRRTM1,High
E2F1,LRRN2,High
E2F1,LPGAT1,High
E2F1,LOXL1,High
E2F1,LOC51145,High
E2F1,LOC339685,High
E2F1,LOC286121,High
E2F1,LOC284889,High
E2F1,LOC283745,High
E2F1,LOC283392,High
E2F1,LOC221946,High
E2F1,LOC157273,High
E2F1,LMO1,High
E2F1,LIPC,High
E2F1,LINGO1,High
E2F1,LINC00523,High
E2F1,LINC00313,High
E2F1,LBR,High
E2F1,KRT82,High
E2F1,KRT75,High
E2F1,KRT6A,High
E2F1,KRT31,High
E2F1,KRT18P55,High
E2F1,KLK3,High
E2F1,KLHL29,High
E2F1,KLF17,High
E2F1,KLF10,High
E2F1,KISS1,High
E2F1,KIF24,High
E2F1,KIAA1274,High
E2F1,KDM4C,High
E2F1,KCNK10,High
E2F1,KCNJ2,High
E2F1,KCNJ16,High
E2F1,KCNG4,High
E2F1,KCNC4,High
E2F1,JRK,High
E2F1,JPH2,High
E2F1,ITIH1,High
E2F1,ITGAL,High
E2F1,IQCK,High
E2F1,INHBE,High
E2F1,IL1B,High
E2F1,IL1A,High
E2F1,IL12RB1,High
E2F1,IL10,High
E2F1,IKZF1,High
E2F1,IFT80,High
E2F1,IER3,High
E2F1,ID3,High
E2F1,IAPP,High
E2F1,HUNK,High
E2F1,HTR1F,High
E2F1,HSPD1,High
E2F1,HSPA14,High
E2F1,HPS4,High
E2F1,HOXB8,High
E2F1,HMGN4,High
E2F1,HMGB1,High
E2F1,HK1,High
E2F1,HIST3H3,High
E2F1,HIST2H4A,High
E2F1,HIST2H2AC,High
E2F1,HIST2H2AA3,High
E2F1,HIST1H3A,High
E2F1,HIST1H2BL,High
E2F1,HIST1H2AE,High
E2F1,HFE,High
E2F1,HERPUD1,High
E2F1,HERC2P2,High
E2F1,HBZ,High
E2F1,HBE1,High
E2F1,HBA2,High
E2F1,GSTM2,High
E2F1,GRIK5,High
E2F1,GRIA4,High
E2F1,GRAMD4,High
E2F1,GPX3,High
E2F1,GPX2,High
E2F1,GPR137C,High
E2F1,GPR114,High
E2F1,GPD2,High
E2F1,GNL3,High
E2F1,GNAI1,High
E2F1,GLIPR2,High
E2F1,GJC1,High
E2F1,GINS3,High
E2F1,GGT5,High
E2F1,GDI2,High
E2F1,GCLM,High
E2F1,GCHFR,High
E2F1,GATA3,High
E2F1,GALNT2,High
E2F1,GALK2,High
E2F1,GALC,High
E2F1,FPR1,High
E2F1,FOXA2,High
E2F1,FLJ38773,High
E2F1,FLJ25715,High
E2F1,FHIT,High
E2F1,FH,High
E2F1,FGG,High
E2F1,FEN1,High
E2F1,FBLIM1,High
E2F1,FAM59A,High
E2F1,FAM184A,High
E2F1,FAM107B,High
E2F1,FAIM,High
E2F1,ESYT3,High
E2F1,ERCC8,High
E2F1,ENPEP,High
E2F1,ENAH,High
E2F1,EN1,High
E2F1,EMR1,High
E2F1,EIF4A3,High
E2F1,EIF3J,High
E2F1,EIF3A,High
E2F1,EID1,High
E2F1,EGFR,High
E2F1,EGF,High
E2F1,EDN1,High
E2F1,EDIL3,High
E2F1,EDARADD,High
E2F1,DYNC2H1,High
E2F1,DYNC1I2,High
E2F1,DUSP11,High
E2F1,DTX1,High
E2F1,DPH5,High
E2F1,DPH2,High
E2F1,DPF2,High
E2F1,DPCD,High
E2F1,DOCK10,High
E2F1,DNER,High
E2F1,DNAAF2,High
E2F1,DIRAS2,High
E2F1,DHRS2,High
E2F1,DEFT1P,High
E2F1,DEFA3,High
E2F1,DEC1,High
E2F1,DDO,High
E2F1,DDIT4,High
E2F1,DCLRE1C,High
E2F1,CYYR1,High
E2F1,CYR61,High
E2F1,CYGB,High
E2F1,CYC1,High
E2F1,CXorf57,High
E2F1,CXCR4,High
E2F1,CX3CL1,High
E2F1,CUZD1,High
E2F1,CUL5,High
E2F1,CTBS,High
E2F1,CSRNP3,High
E2F1,CSAG1,High
E2F1,CRYBG3,High
E2F1,CPT1A,High
E2F1,COX6A2,High
E2F1,COX15,High
E2F1,COQ2,High
E2F1,CNIH4,High
E2F1,CLTC,High
E2F1,CLDN5,High
E2F1,CLDN23,High
E2F1,CLASP2,High
E2F1,CHST15,High
E2F1,CHKA,High
E2F1,CETP,High
E2F1,CERS3,High
E2F1,CEP89,High
E2F1,CELF1,High
E2F1,CEL,High
E2F1,CECR1,High
E2F1,CDKN2C,High
E2F1,CDKN2A,High
E2F1,CDK11B,High
E2F1,CDH5,High
E2F1,CDH20,High
E2F1,CDCA3,High
E2F1,CD74,High
E2F1,CD72,High
E2F1,CD6,High
E2F1,CD320,High
E2F1,CCT8,High
E2F1,CCL17,High
E2F1,ABCA1,High
E2F1,CCDC7,High
E2F1,CCDC113,High
E2F1,CBLN1,High
E2F1,CASR,High
E2F1,CASP10,High
E2F1,CARHSP1,High
E2F1,CALR,High
E2F1,CALM1,High
E2F1,C4orf36,High
E2F1,C1orf180,High
E2F1,C1orf123,High
E2F1,C1S,High
E2F1,C19orf70,High
E2F1,C16orf78,High
E2F1,C16orf62,High
E2F1,C16orf57,High
E2F1,C16orf54,High
E2F1,C15orf43,High
E2F1,C15orf34,High
E2F1,C15orf23,High
E2F1,C14orf149,High
E2F1,C11orf71,High
E2F1,C11orf54,High
E2F1,C10orf46,High
E2F1,BTRC,High
E2F1,BTN3A3,High
E2F1,BTG4,High
E2F1,BTBD7,High
E2F1,BRAF,High
E2F1,BMP8B,High
E2F1,BLVRA,High
E2F1,BIK,High
E2F1,BEND7,High
E2F1,BECN1,High
E2F1,BEAN1,High
E2F1,BDH1,High
E2F1,BCL10,High
E2F1,B9D1,High
E2F1,ATP6V1E1,High
E2F1,ATP6V0B,High
E2F1,ASCC2,High
E2F1,ARPC5L,High
E2F1,ARNT,High
E2F1,ARMC8,High
E2F1,ARL10,High
E2F1,ARHGAP20,High
E2F1,ARC,High
E2F1,APP,High
E2F1,APLP1,High
E2F1,APAF1,High
E2F1,RB1,High
E2F1,CDK2,High
E2F1,CCNA2,High
E2F1,CCNA1,High
E2F1,AARS,High
E2F1,AASDHPPT,High
E2F2,CDK2,High
E2F2,RB1,High
E2F2,ARHGAP36,High
E2F2,BRD2,High
E2F2,DCTN3,High
E2F2,DOCK9,High
E2F2,ERH,High
E2F2,H2AFZ,High
E2F2,IGFBP3,High
E2F2,MPPED2,High
E2F2,N4BP2L1,High
E2F2,PRRG3,High
E2F2,RAD51,High
E2F2,SALL1,High
E2F2,SCN8A,High
E2F2,TMEM48,High
E2F2,WRAP73,High
E2F2,ABCB10,High
E2F2,ACCS,High
E2F2,ACSL1,High
E2F2,ACTR6,High
E2F2,ADAMTS14,High
E2F2,ADD3,High
E2F2,AGPAT4,High
E2F2,AMDHD1,High
E2F2,AMPD3,High
E2F2,AOC2,High
E2F2,AOC3,High
E2F2,ARID3B,High
E2F2,ARL6IP5,High
E2F2,ARMC4,High
E2F2,ASB14,High
E2F2,ASB9,High
E2F2,ATG16L2,High
E2F2,BCL9L,High
E2F2,BECN1,High
E2F2,BIK,High
E2F2,BLVRA,High
E2F2,BTBD7,High
E2F2,C10orf46,High
E2F2,C11orf54,High
E2F2,C15orf23,High
E2F2,C16orf62,High
E2F2,C1S,High
E2F2,C1orf123,High
E2F2,C20orf85,High
E2F2,C21orf58,High
E2F2,C9orf72,High
E2F2,CASR,High
E2F2,CBLN1,High
E2F2,CCDC33,High
E2F2,CCNE1,High
E2F2,CCNE2,High
E2F2,CCP110,High
E2F2,CD320,High
E2F2,CDC45,High
E2F2,CDCA3,High
E2F2,CDKN2C,High
E2F2,CELF1,High
E2F2,CLASP2,High
E2F2,CLIP1,High
E2F2,CLTC,High
E2F2,DCAF7,High
E2F2,DCLK1,High
E2F2,DEC1,High
E2F2,DNAAF2,High
E2F2,DPF2,High
E2F2,DPH5,High
E2F2,DTX1,High
E2F2,DYNC2H1,High
E2F2,EIF3A,High
E2F2,ELOVL6,High
E2F2,ENAH,High
E2F2,EPM2A,High
E2F2,EXT2,High
E2F2,FIZ1,High
E2F2,GATA3,High
E2F2,GCHFR,High
E2F2,GIF,High
E2F2,GNAS,High
E2F2,GRIA4,High
E2F2,GTF2E1,High
E2F2,HERC2P2,High
E2F2,HESX1,High
E2F2,HIST1H2BL,High
E2F2,HIST2H2AA3,High
E2F2,HIST2H4A,High
E2F2,IL17RD,High
E2F2,IQCK,High
E2F2,KCNC4,High
E2F2,KCNG4,High
E2F2,KIAA0586,High
E2F2,KIAA1274,High
E2F2,KRT18P55,High
E2F2,KRT82,High
E2F2,LBR,High
E2F2,LINGO2,High
E2F2,LOC283392,High
E2F2,LOC284889,High
E2F2,LOC51145,High
E2F2,LOC80054,High
E2F2,LPGAT1,High
E2F2,LRP3,High
E2F2,LRSAM1,High
E2F2,LYPLAL1,High
E2F2,MAGOH,High
E2F2,MAPRE1,High
E2F2,MBD5,High
E2F2,MED17,High
E2F2,MEMO1,High
E2F2,MFSD10,High
E2F2,MFSD6L,High
E2F2,MKX,High
E2F2,MOB3B,High
E2F2,MOSPD3,High
E2F2,MPST,High
E2F2,MRPL3,High
E2F2,MRPS6,High
E2F2,MUT,High
E2F2,MXI1,High
E2F2,MYL12A,High
E2F2,N4BP1,High
E2F2,NAIP,High
E2F2,NDUFA7,High
E2F2,NDUFAB1,High
E2F2,NEK2,High
E2F2,NIP7,High
E2F2,NOL9,High
E2F2,NOP14,High
E2F2,NPEPL1,High
E2F2,NT5DC3,High
E2F2,OAS2,High
E2F2,OAT,High
E2F2,P2RY2,High
E2F2,PALB2,High
E2F2,PAPPA,High
E2F2,PCOLCE,High
E2F2,PDC,High
E2F2,PEF1,High
E2F2,PFDN5,High
E2F2,PHLDB1,High
E2F2,PIK3R5,High
E2F2,PITX2,High
E2F2,PKD1L1,High
E2F2,PLAU,High
E2F2,PLAUR,High
E2F2,POLE2,High
E2F2,POLR3A,High
E2F2,PPM1J,High
E2F2,PPP1R3E,High
E2F2,PRDM1,High
E2F2,PRKACA,High
E2F2,PROKR1,High
E2F2,PTGS2,High
E2F2,PURB,High
E2F2,RAP1GAP,High
E2F2,RDH16,High
E2F2,RPS6KB1,High
E2F2,RTN4,High
E2F2,RTP1,High
E2F2,RTP4,High
E2F2,SCML1,High
E2F2,SCYL2,High
E2F2,SERPINE1,High
E2F2,SGK223,High
E2F2,SLC15A1,High
E2F2,SLC2A13,High
E2F2,SLC2A3,High
E2F2,SNTB2,High
E2F2,SNX19P2,High
E2F2,SOHLH2,High
E2F2,SSFA2,High
E2F2,SSR4,High
E2F2,SSTR1,High
E2F2,ST6GAL1,High
E2F2,STXBP1,High
E2F2,STXBP5L,High
E2F2,SUZ12,High
E2F2,TAF11,High
E2F2,TAF1C,High
E2F2,TAF5L,High
E2F2,TGFB2,High
E2F2,TH,High
E2F2,TIGD3,High
E2F2,TMED4,High
E2F2,TMUB2,High
E2F2,TNFRSF10A,High
E2F2,TNFRSF10D,High
E2F2,TNS3,High
E2F2,TP73,High
E2F2,TRAPPC4,High
E2F2,TRMT12,High
E2F2,TRPM2,High
E2F2,TSPY2,High
E2F2,TUBA4A,High
E2F2,UBL7,High
E2F2,UBP1,High
E2F2,USP1,High
E2F2,UTRN,High
E2F2,VMP1,High
E2F2,VPS11,High
E2F2,VPS4A,High
E2F2,YIPF1,High
E2F2,ZCCHC8,High
E2F2,ZFC3H1,High
E2F2,ZNF292,High
E2F2,ZNF543,High
E2F2,ZNF614,High
E2F2,ZNF616,High
E2F2,CCNA1,High
E2F2,CCNA2,High
E2F3,hsa-miR-195,High
E2F3,hsa-miR-16,High
E2F3,hsa-miR-15b,High
E2F3,BECN1,High
E2F3,CCNE1,High
E2F3,CCNE2,High
E2F3,CDC45,High
E2F3,PLAU,High
E2F3,PLAUR,High
E2F3,CCNA1,High
E2F3,CCNA2,High
E2F3,CDK2,High
E2F3,RB1,High
E2F3,SERPINE1,High
E2F3,SNX19P2,High
E2F3,SUZ12,High
E2F3,TP73,High
E2F3,hsa-miR-34a,High
E2F3,hsa-miR-15a,High
E2F3,hsa-miR-106b,High
E2F4,TBL2,High
E2F4,TEAD4,High
E2F4,TERT,High
E2F4,TFAM,High
E2F4,TFAP2C,High
E2F4,TFRC,High
E2F4,THOP1,High
E2F4,TK1,High
E2F4,TOP1,High
E2F4,TOP2A,High
E2F4,TP53,High
E2F4,TP73,High
E2F4,TRAF2,High
E2F4,TRIB3,High
E2F4,TSNAX,High
E2F4,TSPY2,High
E2F4,TTK,High
E2F4,TYMS,High
E2F4,UMPS,High
E2F4,USP25,High
E2F4,VARS2,High
E2F4,VCP,High
E2F4,VHL,High
E2F4,VPS4A,High
E2F4,WEE1,High
E2F4,XCE,High
E2F4,XRCC2,High
E2F4,YWHAH,High
E2F4,ZFP36L1,High
E2F4,ZNF224,High
E2F4,ZNF267,High
E2F4,ABCA1,High
E2F4,ABCG1,High
E2F4,ACTA1,High
E2F4,ACTG1,High
E2F4,ACTR5,High
E2F4,ADARB1,High
E2F4,ADRBK2,High
E2F4,AKR7A2,High
E2F4,ALDH5A1,High
E2F4,ANLN,High
E2F4,APLN,High
E2F4,APRT,High
E2F4,ARHGDIG,High
E2F4,ATM,High
E2F4,ATN1,High
E2F4,AURKB,High
E2F4,BARD1,High
E2F4,BCL11A,High
E2F4,BECN1,High
E2F4,BIRC5,High
E2F4,BRCA1,High
E2F4,BUB3,High
E2F4,C16orf80,High
E2F4,C2orf18,High
E2F4,C6orf72,High
E2F4,CALB2,High
E2F4,CALM1,High
E2F4,CALR,High
E2F4,CAV1,High
E2F4,CBS,High
E2F4,CCDC78,High
E2F4,CCNA2,High
E2F4,CCND1,High
E2F4,CDC37L1,High
E2F4,CDC45,High
E2F4,CDH13,High
E2F4,CDK1,High
E2F4,CDK2,High
E2F4,RBL1,High
E2F4,RBL2,High
E2F4,SMAD2,High
E2F4,SMAD3,High
E2F4,SMAD4,High
E2F4,SLC25A14,High
E2F4,SLC3A2,High
E2F4,SLC44A4,High
E2F4,SLC6A3,High
E2F4,SLCO4A1,High
E2F4,SMARCA4,High
E2F4,SMARCB1,High
E2F4,SMC2,High
E2F4,SNX19P2,High
E2F4,SP1,High
E2F4,SPN,High
E2F4,SPO11,High
E2F4,SRPR,High
E2F4,SRRM2,High
E2F4,SRSF8,High
E2F4,SS18L1,High
E2F4,STAM,High
E2F4,SUPT4H1,High
E2F4,SUZ12,High
E2F4,SYNGR1,High
E2F4,RPS8,High
E2F4,RRM1,High
E2F4,S100A6,High
E2F4,SEPT5,High
E2F4,SFPQ,High
E2F4,SH3BGR,High
E2F4,SIRPA,High
E2F4,SKP1,High
E2F4,SLC10A3,High
E2F4,SLC25A4,High
E2F4,CENPE,High
E2F4,CHEK1,High
E2F4,CIB2,High
E2F4,CKS1B,High
E2F4,CKS2,High
E2F4,COL4A1,High
E2F4,COL4A2,High
E2F4,COX7C,High
E2F4,CSE1L,High
E2F4,CSF1,High
E2F4,CSTF1,High
E2F4,CTH,High
E2F4,CUTC,High
E2F4,CYP1B1,High
E2F4,DBF4,High
E2F4,BACH1,High
E2F4,BRD2,High
E2F4,CBX5,High
E2F4,CDC25A,High
E2F4,CDC6,High
E2F4,CREG1,High
E2F4,DLEU1,High
E2F4,E2F3,High
E2F4,FAM173A,High
E2F4,FPGT,High
E2F4,GINS1,High
E2F4,GLUD1,High
E2F4,H2AFZ,High
E2F4,HNRNPD,High
E2F4,KDM6A,High
E2F4,KRT19,High
E2F4,MAP3K7,High
E2F4,MCM3,High
E2F4,MCM5,High
E2F4,MCM6,High
E2F4,METTL3,High
E2F4,MYC,High
E2F4,MYCN,High
E2F4,PCNA,High
E2F4,POLA2,High
E2F4,POLD2,High
E2F4,RAD51,High
E2F4,RB1,High
E2F4,RBL1,High
E2F4,RPS6,High
E2F4,SAYSD1,High
E2F4,SMC4,High
E2F4,STMN1,High
E2F4,SUV39H1,High
E2F4,TMPO,High
E2F4,UNG,High
E2F4,DECR2,High
E2F4,DHFR,High
E2F4,DMRT1,High
E2F4,DPP4,High
E2F4,DRG1,High
E2F4,DUT,High
E2F4,E2F2,High
E2F4,EGR4,High
E2F4,EIF2B2,High
E2F4,EIF4H,High
E2F4,EXOSC9,High
E2F4,F3,High
E2F4,FAM210B,High
E2F4,FANCC,High
E2F4,FDFT1,High
E2F4,FEN1,High
E2F4,FGF7,High
E2F4,FST,High
E2F4,G6PD,High
E2F4,GABPA,High
E2F4,GABRA5,High
E2F4,GADD45A,High
E2F4,GJB2,High
E2F4,GNAS,High
E2F4,GNPTG,High
E2F4,GPANK1,High
E2F4,GYPC,High
E2F4,HAGHL,High
E2F4,HIST2H2AA3,High
E2F4,HIST2H2AB,High
E2F4,HIST2H2BE,High
E2F4,HLTF,High
E2F4,HMGB1,High
E2F4,HMGB3,High
E2F4,HMGN2,High
E2F4,HMMR,High
E2F4,HNF4A,High
E2F4,HPGD,High
E2F4,HRH3,High
E2F4,HSPD1,High
E2F4,HTRA1,High
E2F4,ID3,High
E2F4,IFNAR2,High
E2F4,IL2RA,High
E2F4,INSIG1,High
E2F4,ITGB3BP,High
E2F4,JUN,High
E2F4,KHDRBS1,High
E2F4,KIF22,High
E2F4,KIF4A,High
E2F4,KLF10,High
E2F4,KLHL21,High
E2F4,KLK3,High
E2F4,LGALS1,High
E2F4,LIME1,High
E2F4,MAD2L1,High
E2F4,MAPRE1,High
E2F4,MBP,High
E2F4,MCM8,High
E2F4,MED21,High
E2F4,MKI67,High
E2F4,MLH1,High
E2F4,MRPL12,High
E2F4,MRPS6,High
E2F4,MSH2,High
E2F4,MT3,High
E2F4,MTHFD1,High
E2F4,MYCL1,High
E2F4,MYT1,High
E2F4,NAP1L4,High
E2F4,NCL,High
E2F4,NCR2,High
E2F4,NDC80,High
E2F4,NEK2,High
E2F4,NFE2L1,High
E2F4,NFKB2,High
E2F4,NFYA,High
E2F4,NKTR,High
E2F4,NOL3,High
E2F4,NXT1,High
E2F4,OGFR,High
E2F4,ORC1,High
E2F4,OSR1,High
E2F4,PARK7,High
E2F4,PCNT,High
E2F4,PDE9A,High
E2F4,PDXK,High
E2F4,PDXP,High
E2F4,PIGQ,High
E2F4,PIM2,High
E2F4,PKN2,High
E2F4,PLCG1,High
E2F4,PLK1,High
E2F4,PLSCR1,High
E2F4,PLSCR4,High
E2F4,POLD1,High
E2F4,POLE2,High
E2F4,POLR2D,High
E2F4,POLR2F,High
E2F4,POLR3D,High
E2F4,PPIA,High
E2F4,PPP1R3C,High
E2F4,PPP2R2B,High
E2F4,PRC1,High
E2F4,PRIM2,High
E2F4,PRKCSH,High
E2F4,PRKDC,High
E2F4,PRKG2,High
E2F4,PRNP,High
E2F4,PRPSAP1,High
E2F4,PSMA7,High
E2F4,PSMB8,High
E2F4,PTGS2,High
E2F4,PTTG1,High
E2F4,PWP2,High
E2F4,RABIF,High
E2F4,RAD54L,High
E2F4,REL,High
E2F4,RFC2,High
E2F4,RFC3,High
E2F4,RFC4,High
E2F4,RIPK2,High
E2F4,RPA3,High
E2F4,RPL23A,High
E2F4,RPS15,High
E2F4,RPS3A,High
E2F4,RPS4X,High
E2F5,SMAD2,High
E2F5,SMAD3,High
E2F5,SMAD4,High
E2F5,MYC,High
E2F5,RBL2,High
E2F5,RBL1,High
E2F6,BECN1,High
E2F6,SUZ12,High
E2F6,SNX19P2,High
EGR1,AKR1B1,High
EGR1,TGFB1,High
EGR1,SYN1,High
EGR1,SOS1,High
EGR1,PTP4A1,High
EGR1,PSEN2,High
EGR1,POR,High
EGR1,PDGFB,High
EGR1,PCSK2,High
EGR1,IMPDH2,High
EGR1,IL2RB,High
EGR1,IGF2,High
EGR1,FGFR3,High
EGR1,ELK1,High
EGR1,CTNNB1,High
EGR1,CRABP2,High
EGR1,CEBPB,High
EGR1,CDK5,High
EGR1,CD19,High
EGR1,CAT,High
EGR1,ATP2A2,High
EGR1,ALOX5,High
EGR1,ACHE,High
EGR1,ABCA2,High
EGR1,ABCB1,High
EGR1,ACE,High
EGR1,ANGPTL4,High
EGR1,ANKRD1,High
EGR1,APOA1,High
EGR1,AR,High
EGR1,AREG,High
EGR1,BAX,High
EGR1,BCL2,High
EGR1,CCKBR,High
EGR1,CCL5,High
EGR1,CCND1,High
EGR1,CD28,High
EGR1,CD44,High
EGR1,CD69,High
EGR1,CD9,High
EGR1,CDH13,High
EGR1,CHGA,High
EGR1,CHRNA7,High
EGR1,CNTN1,High
EGR1,COL2A1,High
EGR1,DUSP4,High
EGR1,EGFR,High
EGR1,EPX,High
EGR1,F3,High
EGR1,FAS,High
EGR1,FASN,High
EGR1,FCER2,High
EGR1,FGF13,High
EGR1,FGF2,High
EGR1,FLT1,High
EGR1,FLT3,High
EGR1,FN1,High
EGR1,GCG,High
EGR1,GDF15,High
EGR1,GLYAT,High
EGR1,HSD11B2,High
EGR1,IFNG,High
EGR1,IL2,High
EGR1,IL6,High
EGR1,JUN,High
EGR1,KCNH4,High
EGR1,KCNH8,High
EGR1,LHB,High
EGR1,LTB,High
EGR1,MMP14,High
EGR1,MYB,High
EGR1,NUDT6,High
EGR1,PDGFC,High
EGR1,PECAM1,High
EGR1,PLAU,High
EGR1,PPARG,High
EGR1,PTEN,High
EGR1,PTGES,High
EGR1,RB1,High
EGR1,RELA,High
EGR1,RET,High
EGR1,SERPINE1,High
EGR1,SLC1A4,High
EGR1,SLC5A5,High
